Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how to evaluate a TRT clinic before signing up","The Industry Guides TRT Clinic Evaluation Framework","OpenAI GPT-4o","2026-07-29","","structured numbered list with bulleted criteria","N","N","Missing explicit structured evaluation matrix for ""how to evaluate a TRT clinic before signing up""","Y","FILEPATH: insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",1,"L1 (new)","none","medium incumbent","structure","page fix","insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html","FILEPATH: insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L1"
"how to evaluate a TRT clinic before signing up","The Industry Guides TRT Clinic Evaluation Framework","Perplexity","2026-07-29","https://theindustryguides.com/insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html","structured numbered list with bulleted criteria","Y","Y","Missing explicit structured evaluation matrix for ""how to evaluate a TRT clinic before signing up""","Y","FILEPATH: insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",4,"L4 (new)","https://peakedlabs.com/blog/how-to-choose-a-trt-clinic, https://trtfaq.com/guides/find-a-provider, https://castellanomd.com/blog/what-to-look-for-oc-trt-clinic","weak incumbent","structure","free win","insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html","FILEPATH: insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L4"
"how to evaluate a TRT clinic before signing up","The Industry Guides TRT Clinic Evaluation Framework","Gemini 1.5 Flash","2026-07-29","","structured numbered list with bulleted criteria","Y","N","Missing explicit structured evaluation matrix for ""how to evaluate a TRT clinic before signing up""","Y","FILEPATH: insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",2,"L2 (new)","none","medium incumbent","structure","page fix","insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html","FILEPATH: insights/trt-001-the-industry-guides-trt-clinic-evaluation-framework.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L2"
"best way to compare TRT clinics in 2026","How to Compare TRT Clinics in 2026","OpenAI GPT-4o","2026-07-29","","structured numbered list with bulleted criteria","N","N","Missing explicit structured evaluation matrix for ""best way to compare TRT clinics in 2026""","Y","FILEPATH: insights/trt-002-how-to-compare-trt-clinics-in-2026.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",1,"L1 (new)","none","medium incumbent","structure","page fix","insights/trt-002-how-to-compare-trt-clinics-in-2026.html","FILEPATH: insights/trt-002-how-to-compare-trt-clinics-in-2026.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L1"
"best way to compare TRT clinics in 2026","How to Compare TRT Clinics in 2026","Perplexity","2026-07-29","","structured numbered list with bulleted criteria","Y","N","Missing explicit structured evaluation matrix for ""best way to compare TRT clinics in 2026""","Y","FILEPATH: insights/trt-002-how-to-compare-trt-clinics-in-2026.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",2,"L2 (new)","https://policylab.us/testosterone-replacement-therapy/online-trt/, https://thetrtsource.com/compare/best-trt-clinics-2026/, https://www.weightlossrankings.org/best/trt-clinics","strong incumbent","structure","outperform","insights/trt-002-how-to-compare-trt-clinics-in-2026.html","FILEPATH: insights/trt-002-how-to-compare-trt-clinics-in-2026.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L2"
"best way to compare TRT clinics in 2026","How to Compare TRT Clinics in 2026","Gemini 1.5 Flash","2026-07-29","","structured numbered list with bulleted criteria","Y","N","Missing explicit structured evaluation matrix for ""best way to compare TRT clinics in 2026""","Y","FILEPATH: insights/trt-002-how-to-compare-trt-clinics-in-2026.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",2,"L2 (new)","none","medium incumbent","structure","page fix","insights/trt-002-how-to-compare-trt-clinics-in-2026.html","FILEPATH: insights/trt-002-how-to-compare-trt-clinics-in-2026.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L2"
"how to choose the right TRT provider for me","How to Choose a TRT Provider","OpenAI GPT-4o","2026-07-29","","structured numbered list with bulleted criteria","N","N","Missing explicit structured evaluation matrix for ""how to choose the right TRT provider for me""","Y","FILEPATH: insights/trt-008-how-to-choose-a-trt-provider.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",1,"L1 (new)","none","medium incumbent","structure","page fix","insights/trt-008-how-to-choose-a-trt-provider.html","FILEPATH: insights/trt-008-how-to-choose-a-trt-provider.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L1"
"how to choose the right TRT provider for me","How to Choose a TRT Provider","Perplexity","2026-07-29","https://theindustryguides.com/insights/trt-008-how-to-choose-a-trt-provider.html","structured numbered list with bulleted criteria","Y","Y","Missing explicit structured evaluation matrix for ""how to choose the right TRT provider for me""","Y","FILEPATH: insights/trt-008-how-to-choose-a-trt-provider.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",4,"L4 (new)","https://peakedlabs.com/blog/how-to-choose-a-trt-clinic, https://trtfaq.com/guides/find-a-provider, https://www.vidavitalmedical.com/trt-clinic-near-me/","weak incumbent","structure","free win","insights/trt-008-how-to-choose-a-trt-provider.html","FILEPATH: insights/trt-008-how-to-choose-a-trt-provider.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L4"
"how to choose the right TRT provider for me","How to Choose a TRT Provider","Gemini 1.5 Flash","2026-07-29","","structured numbered list with bulleted criteria","Y","N","Missing explicit structured evaluation matrix for ""how to choose the right TRT provider for me""","Y","FILEPATH: insights/trt-008-how-to-choose-a-trt-provider.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",2,"L2 (new)","none","medium incumbent","structure","page fix","insights/trt-008-how-to-choose-a-trt-provider.html","FILEPATH: insights/trt-008-how-to-choose-a-trt-provider.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L2"
"how do I verify a TRT clinic's credentials and licensing","How to Check a Clinic's Credentials","OpenAI GPT-4o","2026-07-29","","structured numbered list with bulleted criteria","N","N","Missing explicit structured evaluation matrix for ""how do I verify a TRT clinic's credentials and licensing""","Y","FILEPATH: insights/trt-026-how-to-check-a-clinic-s-credentials.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.",1,"L1 (new)","none","medium incumbent","structure","page fix","insights/trt-026-how-to-check-a-clinic-s-credentials.html","FILEPATH: insights/trt-026-how-to-check-a-clinic-s-credentials.html || CURRENT: H2 ""Decision Checklist"" missing explicit comparison columns || MISSING: Direct decision criteria table with 12-month all-in pricing and lab frequency || EDIT: Add a 5-column comparison table comparing local clinics vs telehealth on labs, costs, and clinician licensing directly under the primary H2.","L1"
