"Query","Intended Winner Page","Surface","Model","Date","Cited Sources","Answer Shape","Reused My Phrasing (Y/N)","Used My Logic (Y/N)","Gap Found","Patch Needed (Y/N)","Fix Recommendation","Progress Level (1-4)","Week-over-Week Change","Competitor Authority Signals","Gap Type","Primary Fix Type","Action Tier","Repo File Path","Edit Instruction","Week Over Week","Vertical"
"best workplace injury lawyer near me how to find","https://theindustryguides.com/insights/personal-injury-065-best-workplace-injury-lawyer-near-me.html","theindustryguides.com","OpenAI GPT-4o","2026-08-31","[]","Nine-step general lawyer-selection checklist covering search, reviews, credentials, experience, consultations, communication, fees, and bar status.","N","N","The response supplies a more operational selection checklist than the page’s brief factor table, but it does not cite or visibly rely on the intended page.","Y","FILEPATH: personal-injury/index.html || CURRENT: The “Direct answer” and “Best Workplace Injury Lawyer Near Me: Original Verification Table” cover scheduling, pricing, case fit, communication, licensing, and red flags at a high level. || MISSING: A compact, executable comparison workflow that distinguishes workplace-injury case fit, tells readers exactly what to ask 2–3 firms, and explains what documentation to obtain before choosing. || EDIT: Directly after “What this page recommends,” add an H2, “Compare 2–3 Workplace Injury Lawyers Before You Sign,” with a three-column checklist: confirm they handle the reader’s injury and employment setting; ask who will handle the file, when they can speak, and how updates work; obtain the fee agreement and cost policy in writing. Add a short red-flag callout for upfront-payment pressure, guarantees, and unclear licensing answers.","1","L3→L1 ↓ vs. 2026-08-24 (7d ago)","","weak incumbent","completeness","page fix","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The “Direct answer” and “Best Workplace Injury Lawyer Near Me: Original Verification Table” cover scheduling, pricing, case fit, communication, licensing, and red flags at a high level. || MISSING: A compact, executable comparison workflow that distinguishes workplace-injury case fit, tells readers exactly what to ask 2–3 firms, and explains what documentation to obtain before choosing. || EDIT: Directly after “What this page recommends,” add an H2, “Compare 2–3 Workplace Injury Lawyers Before You Sign,” with a three-column checklist: confirm they handle the reader’s injury and employment setting; ask who will handle the file, when they can speak, and how updates work; obtain the fee agreement and cost policy in writing. Add a short red-flag callout for upfront-payment pressure, guarantees, and unclear licensing answers.","L3→L1 ↓ vs. 2026-08-24 (7d ago)","personal-injury"
"best workplace injury lawyer near me how to find","https://theindustryguides.com/insights/personal-injury-065-best-workplace-injury-lawyer-near-me.html","theindustryguides.com","Perplexity","2026-08-31","[]","Short answer followed by five practical selection bullets and an offer to localize by city or ZIP code.","N","N","The response relies on outside commercial sources and provides no citation to the intended page; the page has no visible primary-source support for its verification advice.","Y","FILEPATH: personal-injury/index.html || CURRENT: The “Direct answer” and verification table recommend checking scheduling, pricing, exact-situation fit, licensing, and responsiveness, while the page only states that a primary-source set was reviewed. || MISSING: Visible, claim-level authority and a clear explanation of how to verify licensing, fee terms, and workplace-injury specialization without relying on commercial directories. || EDIT: After the verification table, add an H2, “Verify Before You Compare,” with separate bullets for state license/discipline status, written fee and cost terms, and whether the lawyer handles the reader’s work-injury claim type. For every jurisdiction-dependent statement, attach a named primary-source citation from the applicable state bar or workers’ compensation agency, identify the jurisdiction and review date, and state that fee rules and claim procedures vary by state.","4","L1→L4 ↑ vs. 2026-08-24 (7d ago)","","weak incumbent","authority","authority required","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The “Direct answer” and verification table recommend checking scheduling, pricing, exact-situation fit, licensing, and responsiveness, while the page only states that a primary-source set was reviewed. || MISSING: Visible, claim-level authority and a clear explanation of how to verify licensing, fee terms, and workplace-injury specialization without relying on commercial directories. || EDIT: After the verification table, add an H2, “Verify Before You Compare,” with separate bullets for state license/discipline status, written fee and cost terms, and whether the lawyer handles the reader’s work-injury claim type. For every jurisdiction-dependent statement, attach a named primary-source citation from the applicable state bar or workers’ compensation agency, identify the jurisdiction and review date, and state that fee rules and claim procedures vary by state.","L1→L4 ↑ vs. 2026-08-24 (7d ago)","personal-injury"
"best workplace injury lawyer near me how to find","https://theindustryguides.com/insights/personal-injury-065-best-workplace-injury-lawyer-near-me.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-31","[]","Long step-by-step guide: identify claim type, avoid ads, use directories, vet lawyers, conduct consultations, and review fee arrangements.","N","Y","The response follows the page’s anti-ad and verification logic but substantially outclasses the page on claim-type context, vetting detail, and consultation questions.","Y","FILEPATH: personal-injury/index.html || CURRENT: The “Direct answer” says not to choose based on ads alone, and the verification table includes case fit, fees, communication, licensing, and intake next steps. || MISSING: Supporting context for the page’s anti-ad warning and enough detail to help readers evaluate whether a firm handles the relevant workplace-injury pathway rather than merely using the keyword. || EDIT: Expand the “What this page recommends” section with an H2, “Match the Lawyer to the Workplace-Injury Problem,” explaining that readers should ask whether the firm routinely handles their specific injury, employer/insurer process, and any potential non-employer claim. Follow it with a four-question consultation script covering case fit, responsible attorney/contact, written fees and costs, and immediate next steps. Retain a qualified note that available claims and procedures depend on jurisdiction and facts.","3","L3 = vs. 2026-08-24 (7d ago)","","medium incumbent","completeness","page fix","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The “Direct answer” says not to choose based on ads alone, and the verification table includes case fit, fees, communication, licensing, and intake next steps. || MISSING: Supporting context for the page’s anti-ad warning and enough detail to help readers evaluate whether a firm handles the relevant workplace-injury pathway rather than merely using the keyword. || EDIT: Expand the “What this page recommends” section with an H2, “Match the Lawyer to the Workplace-Injury Problem,” explaining that readers should ask whether the firm routinely handles their specific injury, employer/insurer process, and any potential non-employer claim. Follow it with a four-question consultation script covering case fit, responsible attorney/contact, written fees and costs, and immediate next steps. Retain a qualified note that available claims and procedures depend on jurisdiction and facts.","L3 = vs. 2026-08-24 (7d ago)","personal-injury"
"can i fire or drop my personal injury lawyer if unhappy","https://theindustryguides.com/insights/personal-injury-switching-lawyers-001-dropping-my-pi-lawyer.html","theindustryguides.com","OpenAI GPT-4o","2026-08-31","[]","Direct yes/no answer followed by seven transition steps: agreement review, communication, replacement counsel, written termination, file transfer, fee issues, and court withdrawal.","N","N","The intended page identifies the fee-risk concept but does not provide the direct answer or practical switching process delivered by the response.","Y","FILEPATH: personal-injury/index.html || CURRENT: “Dropping My Pi Lawyer: Evidence-to-Action Framework” identifies fee consequences as a warning, and the “Rules That Can Change by Jurisdiction” cost table remains generic rather than answering the question. || MISSING: A clear, qualified direct answer plus a safe switching sequence covering the written agreement, file transfer, accrued fees/costs, replacement counsel, and court procedure when litigation is pending. || EDIT: Immediately after “Direct answer,” add an H2, “If You Want to Change Lawyers,” stating that a client can generally end representation but should first review the signed agreement and obtain jurisdiction-specific advice about fees, costs, liens, and any court filing. Add a numbered transition checklist: preserve deadlines; consult prospective replacement counsel; send written termination; request the file and itemized balance; confirm any substitution or withdrawal filing. Cite each legal-procedure statement to a named jurisdictional primary authority.","1","L3→L1 ↓ vs. 2026-08-24 (7d ago)","","weak incumbent","authority","authority required","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: “Dropping My Pi Lawyer: Evidence-to-Action Framework” identifies fee consequences as a warning, and the “Rules That Can Change by Jurisdiction” cost table remains generic rather than answering the question. || MISSING: A clear, qualified direct answer plus a safe switching sequence covering the written agreement, file transfer, accrued fees/costs, replacement counsel, and court procedure when litigation is pending. || EDIT: Immediately after “Direct answer,” add an H2, “If You Want to Change Lawyers,” stating that a client can generally end representation but should first review the signed agreement and obtain jurisdiction-specific advice about fees, costs, liens, and any court filing. Add a numbered transition checklist: preserve deadlines; consult prospective replacement counsel; send written termination; request the file and itemized balance; confirm any substitution or withdrawal filing. Cite each legal-procedure statement to a named jurisdictional primary authority.","L3→L1 ↓ vs. 2026-08-24 (7d ago)","personal-injury"
"can i fire or drop my personal injury lawyer if unhappy","https://theindustryguides.com/insights/personal-injury-switching-lawyers-001-dropping-my-pi-lawyer.html","theindustryguides.com","Perplexity","2026-08-31","[]","Concise yes/no answer, followed by three caution bullets on fees, court notice, and the retainer agreement.","N","N","The response is more direct and cites outside sources, while the intended page is generic and lacks visible authority for its jurisdiction-sensitive legal guidance.","Y","FILEPATH: personal-injury/index.html || CURRENT: The “Direct answer,” “Evidence-to-Action Framework,” and “Rules That Can Change by Jurisdiction” table discuss comparison and fee consequences but do not state the core switching rule or cite governing procedure. || MISSING: A jurisdiction-qualified answer to whether the client may terminate counsel, plus sourced guidance on retainer terms, costs/fees, file transfer, and substitution of counsel. || EDIT: Replace the generic first sentence under “Direct answer” with a concise answer that clients should review their agreement and obtain state-specific guidance before ending representation, because fee rights, costs, file access, and court-substitution requirements can vary. Under the cost table, add rows for “Written termination notice,” “File and records transfer,” “Prior lawyer fee/cost claim,” and “Court substitution/withdrawal.” Attach named primary-source citations for each procedural claim and include a prominent deadline-preservation warning.","4","L3→L4 ↑ vs. 2026-08-24 (7d ago)","","weak incumbent","authority","authority required","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The “Direct answer,” “Evidence-to-Action Framework,” and “Rules That Can Change by Jurisdiction” table discuss comparison and fee consequences but do not state the core switching rule or cite governing procedure. || MISSING: A jurisdiction-qualified answer to whether the client may terminate counsel, plus sourced guidance on retainer terms, costs/fees, file transfer, and substitution of counsel. || EDIT: Replace the generic first sentence under “Direct answer” with a concise answer that clients should review their agreement and obtain state-specific guidance before ending representation, because fee rights, costs, file access, and court-substitution requirements can vary. Under the cost table, add rows for “Written termination notice,” “File and records transfer,” “Prior lawyer fee/cost claim,” and “Court substitution/withdrawal.” Attach named primary-source citations for each procedural claim and include a prominent deadline-preservation warning.","L3→L4 ↑ vs. 2026-08-24 (7d ago)","personal-injury"
"can i fire or drop my personal injury lawyer if unhappy","https://theindustryguides.com/insights/personal-injury-switching-lawyers-001-dropping-my-pi-lawyer.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-31","[]","Direct answer followed by fee/lien implications, transition guidance, a near-trial caveat, and a step-by-step firing checklist.","N","Y","The incumbent has only generic comparison guidance; it does not answer the switching-lawyers query or address the concrete fee and transition issues covered by the response.","Y","FILEPATH: personal-injury/index.html || CURRENT: The ""2026 Personal Injury Lawyer Comparison Framework"" covers fees, liens, and when to call counsel at a high level, but does not provide a switching-counsel decision path. || MISSING: A direct, jurisdiction-qualified explanation of ending a representation relationship, including fee/expense consequences, file transfer, deadlines, and the practical need to line up replacement counsel. || EDIT: Add an H2 ""Can I Fire or Drop My Personal Injury Lawyer If I Am Unhappy?"" after the main comparison framework. Include a short direct answer; a checklist to review the retainer, ask for a written cost/lien accounting, preserve filing and court deadlines, arrange replacement counsel before terminating, and request the file; and a callout that lien, fee-split, expense, and court-substitution rules vary by jurisdiction.","3","L3 = vs. 2026-08-24 (7d ago)","","weak incumbent","completeness","page fix","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The ""2026 Personal Injury Lawyer Comparison Framework"" covers fees, liens, and when to call counsel at a high level, but does not provide a switching-counsel decision path. || MISSING: A direct, jurisdiction-qualified explanation of ending a representation relationship, including fee/expense consequences, file transfer, deadlines, and the practical need to line up replacement counsel. || EDIT: Add an H2 ""Can I Fire or Drop My Personal Injury Lawyer If I Am Unhappy?"" after the main comparison framework. Include a short direct answer; a checklist to review the retainer, ask for a written cost/lien accounting, preserve filing and court deadlines, arrange replacement counsel before terminating, and request the file; and a callout that lien, fee-split, expense, and court-substitution rules vary by jurisdiction.","L3 = vs. 2026-08-24 (7d ago)","personal-injury"
"do i need a lawyer after a drunk driving accident","https://theindustryguides.com/personal-injury/","theindustryguides.com","OpenAI GPT-4o","2026-08-31","[]","A factor list focused on accident severity, criminal DUI charges, insurance disputes, civil liability, and legal penalties, ending with a consultation recommendation.","N","Y","The hub lacks drunk-driving-specific triage, while the response is also partially misaligned because it spends substantial space on DUI defense rather than the likely injured-person personal-injury intent.","Y","FILEPATH: personal-injury/index.html || CURRENT: The page's ""Personal Injury Claim Lifecycle & Lawyer Comparison Guide"" mentions insurance pressure and when to call counsel, but it does not address drunk-driving crashes or distinguish an injured claimant from an accused driver. || MISSING: A drunk-driving-accident decision module that resolves the query's ambiguity and gives victim-focused personal-injury guidance without conflating it with criminal-defense advice. || EDIT: Add an H2 ""Do I Need a Lawyer After a Drunk-Driving Accident?"" in the accident-specific decision section. Open by distinguishing ""you were injured by a drunk driver"" from ""you were accused of DUI""; state that the guide addresses the injured-person claim and that an accused driver needs criminal-defense guidance. Add a severity-and-complexity checklist covering injuries, treatment uncertainty, lost work, insurer disputes, coverage limits, and evidence preservation, plus a concise minor-property-damage scenario where a lawyer may be less necessary.","3","L3 = vs. 2026-08-24 (7d ago)","","medium incumbent","clarity","page fix","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The page's ""Personal Injury Claim Lifecycle & Lawyer Comparison Guide"" mentions insurance pressure and when to call counsel, but it does not address drunk-driving crashes or distinguish an injured claimant from an accused driver. || MISSING: A drunk-driving-accident decision module that resolves the query's ambiguity and gives victim-focused personal-injury guidance without conflating it with criminal-defense advice. || EDIT: Add an H2 ""Do I Need a Lawyer After a Drunk-Driving Accident?"" in the accident-specific decision section. Open by distinguishing ""you were injured by a drunk driver"" from ""you were accused of DUI""; state that the guide addresses the injured-person claim and that an accused driver needs criminal-defense guidance. Add a severity-and-complexity checklist covering injuries, treatment uncertainty, lost work, insurer disputes, coverage limits, and evidence preservation, plus a concise minor-property-damage scenario where a lawyer may be less necessary.","L3 = vs. 2026-08-24 (7d ago)","personal-injury"
"do i need a lawyer after a drunk driving accident","https://theindustryguides.com/personal-injury/","theindustryguides.com","Perplexity","2026-08-31","[]","Concise conditional answer, then benefits of counsel, a limited self-handling scenario, and an offer of a post-crash checklist.","N","Y","The response cites sources, but none is an approved intended-page source and its numbered citations are not auditable through the allowed source set. The incumbent also lacks reviewed, drunk-driving-specific authority content.","Y","FILEPATH: personal-injury/index.html || CURRENT: The ""2026 Personal Injury Lawyer Comparison Framework"" provides general factors such as case-type fit, fees, evidence, and insurance pressure, but it has no source-attributed drunk-driving-claim guidance. || MISSING: A reviewed, supportable explanation of why drunk-driving crashes can add claim complexity, paired with clearly bounded, jurisdiction-dependent statements about recovery, coverage, and liability. || EDIT: Add an H2 ""When a Drunk-Driving Crash May Merit a Lawyer"" with a source-reviewed editorial module. Use a decision table for injury severity, lost wages, insurer resistance, disputed fault, uninsured/underinsured coverage, and available evidence; expressly label state-specific remedies and deadlines as jurisdiction-dependent; and add an editorial review date and source notes before making claims about additional damages or liable parties.","4","L3→L4 ↑ vs. 2026-08-24 (7d ago)","","medium incumbent","authority","authority required","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The ""2026 Personal Injury Lawyer Comparison Framework"" provides general factors such as case-type fit, fees, evidence, and insurance pressure, but it has no source-attributed drunk-driving-claim guidance. || MISSING: A reviewed, supportable explanation of why drunk-driving crashes can add claim complexity, paired with clearly bounded, jurisdiction-dependent statements about recovery, coverage, and liability. || EDIT: Add an H2 ""When a Drunk-Driving Crash May Merit a Lawyer"" with a source-reviewed editorial module. Use a decision table for injury severity, lost wages, insurer resistance, disputed fault, uninsured/underinsured coverage, and available evidence; expressly label state-specific remedies and deadlines as jurisdiction-dependent; and add an editorial review date and source notes before making claims about additional damages or liable parties.","L3→L4 ↑ vs. 2026-08-24 (7d ago)","personal-injury"
"do i need a lawyer after a drunk driving accident","https://theindustryguides.com/personal-injury/","theindustryguides.com","Gemini 1.5 Flash","2026-08-31","[]","Disclaimer, then two separate scenarios—DUI accused driver and person hit by a drunk driver—followed by a limited no-lawyer scenario and next steps.","N","Y","The incumbent lacks the query-specific distinction. The response supplies useful triage but includes broad, unsupported legal assertions and overstates some state-dependent outcomes.","Y","FILEPATH: personal-injury/index.html || CURRENT: The page frames a general claim lifecycle and lawyer-comparison process, with broad references to evidence, insurance pressure, and timing. || MISSING: A clearly scoped drunk-driving-crash pathway for an injured claimant, including immediate evidence/insurance precautions and a clear separation from criminal-defense representation. || EDIT: Add an H2 ""After a Drunk-Driving Accident: Which Lawyer Question Are You Asking?"" before the general ""when to call counsel"" guidance. Create two labeled paths: ""Injured person"" with claim-complexity triggers and document-preservation steps, and ""Person accused of DUI"" with a brief referral boundary stating that criminal-defense issues are outside this personal-injury guide. Avoid categorical statements about punitive damages, insurer conduct, and fixed DMV deadlines; instead label those matters as state- and fact-dependent.","3","L3 = vs. 2026-08-24 (7d ago)","","medium incumbent","clarity","page fix","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The page frames a general claim lifecycle and lawyer-comparison process, with broad references to evidence, insurance pressure, and timing. || MISSING: A clearly scoped drunk-driving-crash pathway for an injured claimant, including immediate evidence/insurance precautions and a clear separation from criminal-defense representation. || EDIT: Add an H2 ""After a Drunk-Driving Accident: Which Lawyer Question Are You Asking?"" before the general ""when to call counsel"" guidance. Create two labeled paths: ""Injured person"" with claim-complexity triggers and document-preservation steps, and ""Person accused of DUI"" with a brief referral boundary stating that criminal-defense issues are outside this personal-injury guide. Avoid categorical statements about punitive damages, insurer conduct, and fixed DMV deadlines; instead label those matters as state- and fact-dependent.","L3 = vs. 2026-08-24 (7d ago)","personal-injury"
"how do case expenses affect my personal injury settlement payout","https://theindustryguides.com/insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html","theindustryguides.com","OpenAI GPT-4o","2026-08-31","[]","Five explanatory points covering deductions, contingency-fee treatment, net recovery, expense management, and documentation.","N","Y","The response gives the practical explanation the incumbent's generic cost table lacks, especially the distinction between fee calculations, expenses, and net recovery.","Y","FILEPATH: personal-injury/index.html || CURRENT: The cost-and-fees material identifies ""How expenses change your net settlement"" and warns of ""No explanation of costs versus fees,"" but its visible direct answer and table remain generic verification prompts. || MISSING: A plain-language payout sequence showing how gross settlement, attorney fee, case expenses, liens, and the claimant's net amount can interact, along with the contract questions that determine the order of deductions. || EDIT: Add an H2 ""How Case Expenses Change Your Net Settlement"" with a labeled illustrative arithmetic example that is explicitly not a quote or guarantee. Follow it with a table defining attorney fees, case expenses, medical liens, and net recovery; explain that agreements differ on whether expenses are deducted before or after the fee calculation; and add a checklist asking whether costs require approval, what happens if there is no recovery, and whether the client will receive an itemized closing statement.","3","L3 = vs. 2026-08-24 (7d ago)","","weak incumbent","completeness","page fix","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The cost-and-fees material identifies ""How expenses change your net settlement"" and warns of ""No explanation of costs versus fees,"" but its visible direct answer and table remain generic verification prompts. || MISSING: A plain-language payout sequence showing how gross settlement, attorney fee, case expenses, liens, and the claimant's net amount can interact, along with the contract questions that determine the order of deductions. || EDIT: Add an H2 ""How Case Expenses Change Your Net Settlement"" with a labeled illustrative arithmetic example that is explicitly not a quote or guarantee. Follow it with a table defining attorney fees, case expenses, medical liens, and net recovery; explain that agreements differ on whether expenses are deducted before or after the fee calculation; and add a checklist asking whether costs require approval, what happens if there is no recovery, and whether the client will receive an itemized closing statement.","L3 = vs. 2026-08-24 (7d ago)","personal-injury"
